Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
Boston Medical Center,Not Applicable,Academic Medical Center,02119,3107,"Roxbury, MA",Roxbury,MA,Suffolk County,3,1510,25612,4157,0.058956739,0.363242723
Boston Medical Center,Not Applicable,Academic Medical Center,02128,3107,"Boston, MA",Boston,MA,Suffolk County,4,1449,25612,4007,0.056575043,0.36161717
Boston Medical Center,Not Applicable,Academic Medical Center,02121,3107,"Dorchester, MA",Dorchester,MA,Suffolk County,5,1403,25612,3478,0.05477901,0.403392754
Boston Medical Center,Not Applicable,Academic Medical Center,02125,3107,"Dorchester, MA",Dorchester,MA,Suffolk County,6,1354,25612,3535,0.052865844,0.383026874
Boston Medical Center,Not Applicable,Academic Medical Center,02126,3107,"Mattapan, MA",Mattapan,MA,Suffolk County,7,990,25612,3221,0.038653756,0.307357963
Boston Medical Center,Not Applicable,Academic Medical Center,02127,3107,"Boston, MA",Boston,MA,Suffolk County,8,898,25612,3350,0.03506169,0.268059701
Boston Medical Center,Not Applicable,Academic Medical Center,02151,3107,"Revere, MA",Revere,MA,Suffolk County,9,864,25612,6557,0.033734187,0.131767577
Boston Medical Center,Not Applicable,Academic Medical Center,02150,3107,"Chelsea, MA",Chelsea,MA,Suffolk County,10,845,25612,4697,0.032992347,0.179902065
Boston Medical Center,Not Applicable,Academic Medical Center,02122,3107,"Dorchester, MA",Dorchester,MA,Suffolk County,11,734,25612,2581,0.028658441,0.284385897
Boston Medical Center,Not Applicable,Academic Medical Center,02136,3107,"Hyde Park, MA",Hyde Park,MA,Suffolk County,12,702,25612,4067,0.027409027,0.172608803
Boston Medical Center,Not Applicable,Academic Medical Center,02301,3107,"Brockton, MA",Brockton,MA,Plymouth County,13,506,25612,11364,0.019756364,0.044526575
Boston Medical Center,Not Applicable,Academic Medical Center,02169,3107,"Quincy, MA",Quincy,MA,Norfolk County,14,441,25612,7368,0.017218491,0.05985342
Boston Medical Center,Not Applicable,Academic Medical Center,02130,3107,"Jamaica Plain, MA",Jamaica Plain,MA,Suffolk County,15,434,25612,3948,0.016945182,0.109929078
Boston Medical Center,Not Applicable,Academic Medical Center,02149,3107,"Everett, MA",Everett,MA,Middlesex County,16,409,25612,4843,0.015969077,0.084451786
Boston Medical Center,Not Applicable,Academic Medical Center,02368,3107,"Randolph, MA",Randolph,MA,Norfolk County,17,408,25612,4280,0.015930033,0.095327103
Boston Medical Center,Not Applicable,Academic Medical Center,02131,3107,"Roslindale, MA",Roslindale,MA,Suffolk County,18,375,25612,3431,0.014641574,0.109297581
Boston Medical Center,Not Applicable,Academic Medical Center,02148,3107,"Malden, MA",Malden,MA,Middlesex County,19,345,25612,6340,0.013470248,0.054416404
Boston Medical Center,Not Applicable,Academic Medical Center,02120,3107,"Roxbury Crossing, MA",Roxbury Crossing,MA,Suffolk County,20,326,25612,1295,0.012728409,0.251737452
Boston Medical Center,Not Applicable,Academic Medical Center,01902,3107,"Lynn, MA",Lynn,MA,Essex County,21,247,25612,6477,0.009643917,0.038134939
Boston Medical Center,Not Applicable,Academic Medical Center,02152,3107,"Winthrop, MA",Winthrop,MA,Suffolk County,22,184,25612,2046,0.007184132,0.089931574
Boston Medical Center,Not Applicable,Academic Medical Center,02302,3107,"Brockton, MA",Brockton,MA,Plymouth County,23,172,25612,4728,0.006715602,0.036379019
Boston Medical Center,Not Applicable,Academic Medical Center,02116,3107,"Boston, MA",Boston,MA,Suffolk County,24,169,25612,1710,0.006598469,0.098830409
Boston Medical Center,Not Applicable,Academic Medical Center,01905,3107,"Lynn, MA",Lynn,MA,Essex County,25,164,25612,3093,0.006403248,0.053022955
Boston Medical Center,Not Applicable,Academic Medical Center,02132,3107,"West Roxbury, MA",West Roxbury,MA,Suffolk County,26,146,25612,3315,0.005700453,0.044042232
Boston Medical Center,Not Applicable,Academic Medical Center,02171,3107,"Quincy, MA",Quincy,MA,Norfolk County,27,144,25612,1850,0.005622365,0.077837838
Boston Medical Center,Not Applicable,Academic Medical Center,02115,3107,"Boston, MA",Boston,MA,Suffolk County,28,141,25612,1466,0.005505232,0.096180082
Boston Medical Center,Not Applicable,Academic Medical Center,02184,3107,"Braintree, MA",Braintree,MA,Norfolk County,29,134,25612,4801,0.005231923,0.027910852
Boston Medical Center,Not Applicable,Academic Medical Center,02139,3107,"Cambridge, MA",Cambridge,MA,Middlesex County,30,131,25612,2416,0.00511479,0.054221854
Boston Medical Center,Not Applicable,Academic Medical Center,02072,3107,"Stoughton, MA",Stoughton,MA,Norfolk County,31,121,25612,3994,0.004724348,0.030295443
Boston Medical Center,Not Applicable,Academic Medical Center,02186,3107,"Milton, MA",Milton,MA,Norfolk County,32,120,25612,2672,0.004685304,0.04491018
Boston Medical Center,Not Applicable,Academic Medical Center,02062,3107,"Norwood, MA",Norwood,MA,Norfolk County,33,119,25612,4371,0.00464626,0.027224891
Boston Medical Center,Not Applicable,Academic Medical Center,02703,3107,"Attleboro, MA",Attleboro,MA,Bristol County,34,116,25612,4609,0.004529127,0.025168149
Boston Medical Center,Not Applicable,Academic Medical Center,02155,3107,"Medford, MA",Medford,MA,Middlesex County,35,115,25612,5871,0.004490083,0.019587804
Boston Medical Center,Not Applicable,Academic Medical Center,02780,3107,"Taunton, MA",Taunton,MA,Bristol County,36,107,25612,7200,0.004177729,0.014861111
Boston Medical Center,Not Applicable,Academic Medical Center,02135,3107,"Brighton, MA",Brighton,MA,Suffolk County,37.5,104,25612,3538,0.004060597,0.029395138
Boston Medical Center,Not Applicable,Academic Medical Center,02170,3107,"Quincy, MA",Quincy,MA,Norfolk County,37.5,104,25612,1698,0.004060597,0.061248528
Boston Medical Center,Not Applicable,Academic Medical Center,02129,3107,"Charlestown, MA",Charlestown,MA,Suffolk County,39,101,25612,1901,0.003943464,0.053129932
Boston Medical Center,Not Applicable,Academic Medical Center,02026,3107,"Dedham, MA",Dedham,MA,Norfolk County,40,98,25612,3323,0.003826331,0.029491423
Boston Medical Center,Not Applicable,Academic Medical Center,02145,3107,"Somerville, MA",Somerville,MA,Middlesex County,41,89,25612,2093,0.003474934,0.042522695
Boston Medical Center,Not Applicable,Academic Medical Center,01841,3107,"Lawrence, MA",Lawrence,MA,Essex County,42,88,25612,6576,0.003435889,0.013381995
Boston Medical Center,Not Applicable,Academic Medical Center,02114,3107,"Boston, MA",Boston,MA,Suffolk County,43,82,25612,1296,0.003201624,0.063271605
Boston Medical Center,Not Applicable,Academic Medical Center,02360,3107,"Plymouth, MA",Plymouth,MA,Plymouth County,44,80,25612,6947,0.003123536,0.011515762
Boston Medical Center,Not Applicable,Academic Medical Center,01801,3107,"Woburn, MA",Woburn,MA,Middlesex County,45,77,25612,4980,0.003006403,0.015461847
Boston Medical Center,Not Applicable,Academic Medical Center,01844,3107,"Methuen, MA",Methuen,MA,Essex County,46,71,25612,6162,0.002772138,0.011522233
Boston Medical Center,Not Applicable,Academic Medical Center,02740,3107,"New Bedford, MA",New Bedford,MA,Bristol County,47,70,25612,6740,0.002733094,0.010385757
Boston Medical Center,Not Applicable,Academic Medical Center,01906,3107,"Saugus, MA",Saugus,MA,Essex County,48,68,25612,3460,0.002655005,0.019653179
Boston Medical Center,Not Applicable,Academic Medical Center,02143,3107,"Somerville, MA",Somerville,MA,Middlesex County,49,66,25612,1766,0.002576917,0.037372593
Boston Medical Center,Not Applicable,Academic Medical Center,02140,3107,"Cambridge, MA",Cambridge,MA,Middlesex County,51,61,25612,1335,0.002381696,0.045692884
Boston Medical Center,Not Applicable,Academic Medical Center,02215,3107,"Boston, MA",Boston,MA,Suffolk County,51,61,25612,795,0.002381696,0.07672956
Boston Medical Center,Not Applicable,Academic Medical Center,02343,3107,"Holbrook, MA",Holbrook,MA,Norfolk County,51,61,25612,1635,0.002381696,0.037308869
Boston Medical Center,Not Applicable,Academic Medical Center,01960,3107,"Peabody, MA",Peabody,MA,Essex County,53,60,25612,7599,0.002342652,0.007895776
Boston Medical Center,Not Applicable,Academic Medical Center,02021,3107,"Canton, MA",Canton,MA,Norfolk County,54,59,25612,2854,0.002303608,0.02067274
Boston Medical Center,Not Applicable,Academic Medical Center,02111,3107,"Boston, MA",Boston,MA,Suffolk County,55.5,56,25612,701,0.002186475,0.079885877
Boston Medical Center,Not Applicable,Academic Medical Center,02189,3107,"East Weymouth, MA",East Weymouth,MA,Norfolk County,55.5,56,25612,2095,0.002186475,0.02673031
Boston Medical Center,Not Applicable,Academic Medical Center,02188,3107,"Weymouth, MA",Weymouth,MA,Norfolk County,57,54,25612,2430,0.002108387,0.022222222
Boston Medical Center,Not Applicable,Academic Medical Center,01830,3107,"Haverhill, MA",Haverhill,MA,Essex County,58,53,25612,4242,0.002069342,0.012494107
Boston Medical Center,Not Applicable,Academic Medical Center,02048,3107,"Mansfield, MA",Mansfield,MA,Bristol County,59.5,48,25612,1966,0.001874122,0.024415056
Boston Medical Center,Not Applicable,Academic Medical Center,02134,3107,"Allston, MA",Allston,MA,Suffolk County,59.5,48,25612,1114,0.001874122,0.043087971
Boston Medical Center,Not Applicable,Academic Medical Center,01852,3107,"Lowell, MA",Lowell,MA,Middlesex County,61.5,47,25612,4670,0.001835077,0.01006424
Boston Medical Center,Not Applicable,Academic Medical Center,01904,3107,"Lynn, MA",Lynn,MA,Essex County,61.5,47,25612,2172,0.001835077,0.021639042
Boston Medical Center,Not Applicable,Academic Medical Center,02453,3107,"Waltham, MA",Waltham,MA,Middlesex County,63,46,25612,2576,0.001796033,0.017857143
Boston Medical Center,Not Applicable,Academic Medical Center,01702,3107,"Framingham, MA",Framingham,MA,Middlesex County,65,44,25612,3135,0.001717945,0.014035088
Boston Medical Center,Not Applicable,Academic Medical Center,01843,3107,"Lawrence, MA",Lawrence,MA,Essex County,65,44,25612,3234,0.001717945,0.013605442
Boston Medical Center,Not Applicable,Academic Medical Center,02601,3107,"Hyannis, MA",Hyannis,MA,Barnstable County,65,44,25612,2345,0.001717945,0.018763326
Boston Medical Center,Not Applicable,Academic Medical Center,01851,3107,"Lowell, MA",Lowell,MA,Middlesex County,68,43,25612,3443,0.001678901,0.012489108
Boston Medical Center,Not Applicable,Academic Medical Center,02720,3107,"Fall River, MA",Fall River,MA,Bristol County,68,43,25612,5123,0.001678901,0.008393519
Boston Medical Center,Not Applicable,Academic Medical Center,02760,3107,"North Attleboro, MA",North Attleboro,MA,Bristol County,68,43,25612,2181,0.001678901,0.019715727
Boston Medical Center,Not Applicable,Academic Medical Center,02324,3107,"Bridgewater, MA",Bridgewater,MA,Plymouth County,70.5,42,25612,2636,0.001639856,0.015933232
Boston Medical Center,Not Applicable,Academic Medical Center,02346,3107,"Middleboro, MA",Middleboro,MA,Plymouth County,70.5,42,25612,3238,0.001639856,0.01297097
Boston Medical Center,Not Applicable,Academic Medical Center,01970,3107,"Salem, MA",Salem,MA,Essex County,73,41,25612,4933,0.001600812,0.008311372
Boston Medical Center,Not Applicable,Academic Medical Center,02141,3107,"Cambridge, MA",Cambridge,MA,Middlesex County,73,41,25612,932,0.001600812,0.043991416
Boston Medical Center,Not Applicable,Academic Medical Center,02370,3107,"Rockland, MA",Rockland,MA,Plymouth County,73,41,25612,2567,0.001600812,0.015971952
Boston Medical Center,Not Applicable,Academic Medical Center,02721,3107,"Fall River, MA",Fall River,MA,Bristol County,75,39,25612,4839,0.001522724,0.008059516
Boston Medical Center,Not Applicable,Academic Medical Center,01901,3107,"Lynn, MA",Lynn,MA,Essex County,76.5,38,25612,526,0.00148368,0.072243346
Boston Medical Center,Not Applicable,Academic Medical Center,02351,3107,"Abington, MA",Abington,MA,Plymouth County,76.5,38,25612,2094,0.00148368,0.018147087
Boston Medical Center,Not Applicable,Academic Medical Center,02191,3107,"North Weymouth, MA",North Weymouth,MA,Norfolk County,80,37,25612,1056,0.001444635,0.035037879
Boston Medical Center,Not Applicable,Academic Medical Center,02382,3107,"Whitman, MA",Whitman,MA,Plymouth County,80,37,25612,1742,0.001444635,0.021239954
Boston Medical Center,Not Applicable,Academic Medical Center,02445,3107,"Brookline, MA",Brookline,MA,Norfolk County,80,37,25612,1482,0.001444635,0.024966262
Boston Medical Center,Not Applicable,Academic Medical Center,02446,3107,"Brookline, MA",Brookline,MA,Norfolk County,80,37,25612,2118,0.001444635,0.017469311
Boston Medical Center,Not Applicable,Academic Medical Center,02472,3107,"Watertown, MA",Watertown,MA,Middlesex County,80,37,25612,3093,0.001444635,0.011962496
Boston Medical Center,Not Applicable,Academic Medical Center,02180,3107,"Stoneham, MA",Stoneham,MA,Middlesex County,83,36,25612,2923,0.001405591,0.012316114
Boston Medical Center,Not Applicable,Academic Medical Center,02035,3107,"Foxboro, MA",Foxboro,MA,Norfolk County,84.5,35,25612,1858,0.001366547,0.01883746
Boston Medical Center,Not Applicable,Academic Medical Center,02451,3107,"Waltham, MA",Waltham,MA,Middlesex County,84.5,35,25612,1781,0.001366547,0.019651881
Boston Medical Center,Not Applicable,Academic Medical Center,02056,3107,"Norfolk, MA",Norfolk,MA,Norfolk County,86,34,25612,934,0.001327503,0.03640257
Boston Medical Center,Not Applicable,Academic Medical Center,02766,3107,"Norton, MA",Norton,MA,Bristol County,87,33,25612,1890,0.001288459,0.017460317
Boston Medical Center,Not Applicable,Academic Medical Center,01464,3107,"Shirley, MA",Shirley,MA,Middlesex County,89,32,25612,641,0.001249414,0.049921997
Boston Medical Center,Not Applicable,Academic Medical Center,01701,3107,"Framingham, MA",Framingham,MA,Middlesex County,89,32,25612,3169,0.001249414,0.010097823
Boston Medical Center,Not Applicable,Academic Medical Center,02081,3107,"Walpole, MA",Walpole,MA,Norfolk County,89,32,25612,2334,0.001249414,0.013710368
Boston Medical Center,Not Applicable,Academic Medical Center,02723,3107,"Fall River, MA",Fall River,MA,Bristol County,91.5,31,25612,2552,0.00121037,0.012147335
Boston Medical Center,Not Applicable,Academic Medical Center,02745,3107,"New Bedford, MA",New Bedford,MA,Bristol County,91.5,31,25612,3304,0.00121037,0.009382567
Boston Medical Center,Not Applicable,Academic Medical Center,01854,3107,"Lowell, MA",Lowell,MA,Middlesex County,93.5,30,25612,3388,0.001171326,0.008854782
Boston Medical Center,Not Applicable,Academic Medical Center,02536,3107,"East Falmouth, MA",East Falmouth,MA,Barnstable County,93.5,30,25612,2623,0.001171326,0.011437286
Boston Medical Center,Not Applicable,Academic Medical Center,02190,3107,"South Weymouth, MA",South Weymouth,MA,Norfolk County,95,29,25612,2385,0.001132282,0.012159329
Boston Medical Center,Not Applicable,Academic Medical Center,01752,3107,"Marlborough, MA",Marlborough,MA,Middlesex County,98,28,25612,4358,0.001093238,0.006424966
Boston Medical Center,Not Applicable,Academic Medical Center,02043,3107,"Hingham, MA",Hingham,MA,Plymouth County,98,28,25612,2711,0.001093238,0.010328292
Boston Medical Center,Not Applicable,Academic Medical Center,02176,3107,"Melrose, MA",Melrose,MA,Middlesex County,98,28,25612,3001,0.001093238,0.009330223
Boston Medical Center,Not Applicable,Academic Medical Center,02322,3107,"Avon, MA",Avon,MA,Norfolk County,98,28,25612,666,0.001093238,0.042042042
Boston Medical Center,Not Applicable,Academic Medical Center,02746,3107,"New Bedford, MA",New Bedford,MA,Bristol County,98,28,25612,2268,0.001093238,0.012345679
Boston Medical Center,Not Applicable,Academic Medical Center,01821,3107,"Billerica, MA",Billerica,MA,Middlesex County,101,27,25612,3456,0.001054193,0.0078125
Boston Medical Center,Not Applicable,Academic Medical Center,01876,3107,"Tewksbury, MA",Tewksbury,MA,Middlesex County,103.5,26,25612,3802,0.001015149,0.006838506
Boston Medical Center,Not Applicable,Academic Medical Center,02050,3107,"Marshfield, MA",Marshfield,MA,Plymouth County,103.5,26,25612,2688,0.001015149,0.009672619
Boston Medical Center,Not Applicable,Academic Medical Center,02532,3107,"Buzzards Bay, MA",Buzzards Bay,MA,Barnstable County,103.5,26,25612,1603,0.001015149,0.016219588
Boston Medical Center,Not Applicable,Academic Medical Center,02571,3107,"Wareham, MA",Wareham,MA,Plymouth County,103.5,26,25612,1797,0.001015149,0.014468559
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02149,3108,"Everett, MA",Everett,MA,Middlesex County,1,1339,10244,4843,0.13071066,0.27648152
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02151,3108,"Revere, MA",Revere,MA,Suffolk County,2,1096,10244,6557,0.106989457,0.167149611
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02150,3108,"Chelsea, MA",Chelsea,MA,Suffolk County,3,1007,10244,4697,0.098301445,0.214392165
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02148,3108,"Malden, MA",Malden,MA,Middlesex County,4,762,10244,6340,0.074385006,0.120189274
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02145,3108,"Somerville, MA",Somerville,MA,Middlesex County,5,724,10244,2093,0.070675517,0.345914955
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02139,3108,"Cambridge, MA",Cambridge,MA,Middlesex County,6,720,10244,2416,0.070285045,0.298013245
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02143,3108,"Somerville, MA",Somerville,MA,Middlesex County,7,516,10244,1766,0.050370949,0.29218573
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02155,3108,"Medford, MA",Medford,MA,Middlesex County,8,350,10244,5871,0.034166341,0.059615057
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02144,3108,"Somerville, MA",Somerville,MA,Middlesex County,9,290,10244,1465,0.028309254,0.197952218
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02141,3108,"Cambridge, MA",Cambridge,MA,Middlesex County,10,236,10244,932,0.023037876,0.253218884
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02138,3108,"Cambridge, MA",Cambridge,MA,Middlesex County,11,229,10244,1960,0.022354549,0.116836735
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02140,3108,"Cambridge, MA",Cambridge,MA,Middlesex County,12,219,10244,1335,0.021378368,0.164044944
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02128,3108,"Boston, MA",Boston,MA,Suffolk County,13,132,10244,4007,0.012885592,0.032942351
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02474,3108,"Arlington, MA",Arlington,MA,Middlesex County,14,118,10244,2420,0.011518938,0.048760331
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01801,3108,"Woburn, MA",Woburn,MA,Middlesex County,15,93,10244,4980,0.009078485,0.018674699
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01906,3108,"Saugus, MA",Saugus,MA,Essex County,16.5,73,10244,3460,0.007126123,0.021098266
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02152,3108,"Winthrop, MA",Winthrop,MA,Suffolk County,16.5,73,10244,2046,0.007126123,0.035679374
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01902,3108,"Lynn, MA",Lynn,MA,Essex County,18,69,10244,6477,0.00673565,0.01065308
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02472,3108,"Watertown, MA",Watertown,MA,Middlesex County,19,66,10244,3093,0.006442796,0.021338506
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02476,3108,"Arlington, MA",Arlington,MA,Middlesex County,20,59,10244,1340,0.005759469,0.044029851
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02176,3108,"Melrose, MA",Melrose,MA,Middlesex County,21,57,10244,3001,0.005564233,0.018993669
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02118,3108,"Boston, MA",Boston,MA,Suffolk County,22,53,10244,3868,0.00517376,0.013702172
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02124,3108,"Dorchester Center, MA",Dorchester Center,MA,Suffolk County,23,51,10244,6492,0.004978524,0.007855823
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01880,3108,"Wakefield, MA",Wakefield,MA,Middlesex County,24.5,48,10244,2917,0.00468567,0.016455262
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02180,3108,"Stoneham, MA",Stoneham,MA,Middlesex County,24.5,48,10244,2923,0.00468567,0.016421485
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01905,3108,"Lynn, MA",Lynn,MA,Essex County,26.5,43,10244,3093,0.004197579,0.01390236
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02478,3108,"Belmont, MA",Belmont,MA,Middlesex County,26.5,43,10244,1666,0.004197579,0.025810324
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01960,3108,"Peabody, MA",Peabody,MA,Essex County,28,42,10244,7599,0.004099961,0.005527043
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02130,3108,"Jamaica Plain, MA",Jamaica Plain,MA,Suffolk County,29,35,10244,3948,0.003416634,0.008865248
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02119,3108,"Roxbury, MA",Roxbury,MA,Suffolk County,30,32,10244,4157,0.00312378,0.007697859
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02116,3108,"Boston, MA",Boston,MA,Suffolk County,31.5,30,10244,1710,0.002928544,0.01754386
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02453,3108,"Waltham, MA",Waltham,MA,Middlesex County,31.5,30,10244,2576,0.002928544,0.011645963
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02121,3108,"Dorchester, MA",Dorchester,MA,Suffolk County,33,29,10244,3478,0.002830925,0.008338125
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02125,3108,"Dorchester, MA",Dorchester,MA,Suffolk County,34,28,10244,3535,0.002733307,0.007920792
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02134,3108,"Allston, MA",Allston,MA,Suffolk County,35.5,27,10244,1114,0.002635689,0.024236984
Cambridge Health Alliance,Not Applicable,Teaching Hospital,02135,3108,"Brighton, MA",Brighton,MA,Suffolk County,35.5,27,10244,3538,0.002635689,0.00763143
Cambridge Health Alliance,Not Applicable,Teaching Hospital,01887,3108,"Wilmington, MA",Wilmington,MA,Middlesex County,37,26,10244,2592,0.002538071,0.010030864
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01702,3110,"Framingham, MA",Framingham,MA,Middlesex County,1,1748,11134,3135,0.156996587,0.557575758
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01701,3110,"Framingham, MA",Framingham,MA,Middlesex County,2,1356,11134,3169,0.121789114,0.427895235
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01760,3110,"Natick, MA",Natick,MA,Middlesex County,3,1090,11134,3276,0.097898329,0.332722833
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01721,3110,"Ashland, MA",Ashland,MA,Middlesex County,4,671,11134,1415,0.060265852,0.474204947
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01752,3110,"Marlborough, MA",Marlborough,MA,Middlesex County,5,397,11134,4358,0.035656548,0.091096833
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01746,3110,"Holliston, MA",Holliston,MA,Middlesex County,6,315,11134,1103,0.028291719,0.285584769
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01748,3110,"Hopkinton, MA",Hopkinton,MA,Middlesex County,7,234,11134,1225,0.021016706,0.191020408
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01581,3110,"Westborough, MA",Westborough,MA,Worcester County,8,166,11134,1721,0.014909287,0.096455549
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01778,3110,"Wayland, MA",Wayland,MA,Middlesex County,9,157,11134,1110,0.014100952,0.141441441
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01776,3110,"Sudbury, MA",Sudbury,MA,Middlesex County,10,151,11134,1274,0.013562062,0.118524333
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02054,3110,"Millis, MA",Millis,MA,Norfolk County,11,138,11134,810,0.012394467,0.17037037
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01772,3110,"Southborough, MA",Southborough,MA,Worcester County,12,132,11134,668,0.011855578,0.19760479
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01749,3110,"Hudson, MA",Hudson,MA,Middlesex County,13,124,11134,2116,0.011137058,0.058601134
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02038,3110,"Franklin, MA",Franklin,MA,Norfolk County,14,122,11134,2727,0.010957428,0.044737807
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01757,3110,"Milford, MA",Milford,MA,Worcester County,15,117,11134,3538,0.010508353,0.033069531
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02053,3110,"Medway, MA",Medway,MA,Norfolk County,16,111,11134,1156,0.009969463,0.096020761
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02019,3110,"Bellingham, MA",Bellingham,MA,Norfolk County,17,76,11134,1513,0.006825939,0.050231328
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01604,3110,"Worcester, MA",Worcester,MA,Worcester County,18,63,11134,4296,0.005658344,0.014664804
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01532,3110,"Northborough, MA",Northborough,MA,Worcester County,19,57,11134,1180,0.005119454,0.048305085
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01770,3110,"Sherborn, MA",Sherborn,MA,Middlesex County,20,56,11134,276,0.005029639,0.202898551
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01608,3110,"Worcester, MA",Worcester,MA,Worcester County,21,45,11134,706,0.004041674,0.063739377
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01605,3110,"Worcester, MA",Worcester,MA,Worcester County,22,43,11134,3868,0.003862044,0.011116856
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01609,3110,"Worcester, MA",Worcester,MA,Worcester County,23,42,11134,2284,0.003772229,0.018388792
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02052,3110,"Medfield, MA",Medfield,MA,Norfolk County,24,37,11134,927,0.003323154,0.0399137
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01568,3110,"Upton, MA",Upton,MA,Worcester County,25,35,11134,546,0.003143524,0.064102564
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01545,3110,"Shrewsbury, MA",Shrewsbury,MA,Worcester County,26.5,34,11134,3204,0.003053709,0.010611735
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01610,3110,"Worcester, MA",Worcester,MA,Worcester County,26.5,34,11134,2737,0.003053709,0.01242236
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01510,3110,"Clinton, MA",Clinton,MA,Worcester County,28,31,11134,1540,0.002784264,0.02012987
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01504,3110,"Blackstone, MA",Blackstone,MA,Worcester County,30,30,11134,684,0.002694449,0.043859649
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02481,3110,"Wellesley Hills, MA",Wellesley Hills,MA,Norfolk County,30,30,11134,1077,0.002694449,0.027855153
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02482,3110,"Wellesley, MA",Wellesley,MA,Norfolk County,30,30,11134,774,0.002694449,0.03875969
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01603,3110,"Worcester, MA",Worcester,MA,Worcester County,32.5,28,11134,2550,0.002514819,0.010980392
